id,Fermi_name,Counterpart_name,Bzcat5_name,Optical_Class,RA_J2000,Dec_J2000,Redshift,SED_Class,LogSyncZ,Probability_Bayesian,Reliability_LR_RG,Reliability_LR_XG,Significance,Flux_1to100GeV,Spectral_Index,Spectral_Type,Power_Law_Index,Radio_flux),X_Flux,USNOVmag,SDSSVmag,CLEAN
131,3FGL J0143.7-5845,SUMSS J014347-584550,5BZBJ0143-5845,bll,01 43 47.41,-58 45 51.39,0.0,HSP,16.4,1.0,0.0,0.0,18.98,9.8250941e-10,1.8384,PowerLaw,1.84,28.3,0.0,17.457,0.0,Y
132,3FGL J0144.6+2705,TXS 0141+268,5BZBJ0144+2705,bll,01 44 33.55,+27 05 03.11,0.0,LSP,13.4,1.0,0.93,0.0,50.61,4.5340975e-09,2.0632,LogParabola,2.16,217.1599,0.0,0.0,18.03,Y
134,3FGL J0145.6+8600,NVSS J014929+860114,, bcu III,01 49 35.25,+86 01 15.4,0.0,-,0.0,0.95,0.0,0.0,5.04,2.6358574e-10,2.5189,PowerLaw,2.52,96.0107,0.0,17.6882,0.0,Y
135,3FGL J0146.4-6746,SUMSS J014554-674646,, bcu II,01 45 55.02,-67 46 47.2,0.0,ISP,14.958,0.98,0.0,0.0,6.93,3.1741948e-10,2.3907,PowerLaw,2.39,36.1,0.0,17.3994,0.0,Y
136,3FGL J0147.0-5204,PKS 0144-522,5BZGJ0146-5202,bcu I,01 46 48.58,-52 02 33.65,0.0981,ISP,14.940999999999999,1.0,0.88,0.0,7.19,3.509586e-10,2.1996,PowerLaw,2.2,329.3,1.14e-12,12.3878,0.0,Y
137,3FGL J0148.6+0128,PMN J0148+0129,5BZBJ0148+0129,bll,01 48 33.79,+01 29 01.43,0.94,ISP,14.273,1.0,0.85,0.0,9.79,5.8820704e-10,2.0208,PowerLaw,2.02,88.3581,0.0,19.0921,18.92,Y
138,3FGL J0150.5-5447,PMN J0150-5450,, bcu II,01 50 44.52,-54 50 04.99,0.0,HSP,15.552,0.99,0.0,0.0,4.56,2.0435261999999998e-10,2.1182,PowerLaw,2.12,43.8,0.0,17.8256,0.0,Y
139,3FGL J0151.0+0537,PMN J0151+0540,, bcu II,01 51 01.8,+05 40 34.3,0.0,LSP,13.74,0.99,0.81,0.0,4.41,2.5964558e-10,2.3592,PowerLaw,2.36,175.8585,0.0,19.7329,19.11,Y
140,3FGL J0151.0-3609,PMN J0151-3605,, bcu I,01 51 27.44,-36 06 17.49,0.6809999999999999,-,0.0,0.94,0.0,0.0,5.35,2.3708219e-10,2.4592,PowerLaw,2.46,42.79,0.0,22.846999999999998,0.0,N
142,3FGL J0152.2+3707,B2 0149+37,, bcu I,01 52 12.21,+37 16 05.66,0.7609999999999999,LSP,13.915999999999999,0.87,0.0,0.0,5.6,3.0091748999999997e-10,2.4065,PowerLaw,2.41,333.9486,0.0,19.055999999999997,0.0,Y
143,3FGL J0152.6+0148,PMN J0152+0146,5BZGJ0152+0147,bll,01 52 39.61,+01 47 17.38,0.08,HSP,15.458,1.0,0.86,0.93,13.14,7.6313916e-10,1.8866,PowerLaw,1.89,61.9719,6.07e-12,11.8181,14.28,Y
144,3FGL J0152.8+7517,1RXS J015308.4+751756,5BZBJ0153+7517,bll,01 53 07.27,+75 17 44.11,0.0,HSP,15.95,1.0,0.81,0.93,8.35,3.808811e-10,1.7703,PowerLaw,1.77,21.7395,5.62e-12,19.0294,0.0,Y
145,3FGL J0154.0+0824,GB6 J0154+0823,5BZBJ0154+0823,bll,01 54 02.77,+08 23 51.06,0.6809999999999999,HSP,15.321,1.0,0.93,0.0,24.81,1.8139132e-09,1.8594,PowerLaw,1.86,207.2201,0.0,17.0243,16.49,Y
146,3FGL J0154.9+4433,GB6 J0154+4433,5BZBJ0154+4433,bll,01 54 54.46,+44 33 37.96,0.0,ISP,14.125,1.0,0.81,0.0,7.81,4.3992168e-10,2.1833,PowerLaw,2.18,37.6911,0.0,19.3751,0.0,Y
147,3FGL J0156.3+3913,MG4 J015630+3913,, bcu II,01 56 31.41,+39 14 30.92,0.0,LSP,13.2,1.0,0.85,0.0,11.68,5.678257900000001e-10,2.4952,PowerLaw,2.5,159.9837,0.0,18.8879,0.0,Y
148,3FGL J0156.9-4742,2MASS J01564603-4744174,, bcu II,01 56 46.03,-47 44 17.29,0.0,HSP,15.35,0.99,0.0,0.0,4.61,1.7539879e-10,2.0091,PowerLaw,2.01,28.7,0.0,17.9041,0.0,Y
149,3FGL J0157.0-5301,1RXS J015658.6-530208,5BZBJ0156-5302,bll,01 56 57.75,-53 01 57.5,0.0,HSP,17.075,1.0,0.0,0.94,12.89,6.164293e-10,1.8228,PowerLaw,1.82,43.4,9.03e-12,17.7147,0.0,Y
151,3FGL J0158.6-3931,PMN J0158-3932,5BZBJ0158-3932,bll,01 58 38.1,-39 32 03.79,0.0,ISP,14.82,1.0,0.88,0.0,14.67,8.825378199999999e-10,2.0226,PowerLaw,2.02,132.3385,0.0,17.7862,0.0,Y
152,3FGL J0159.4+1046,RX J0159.5+1047,5BZBJ0159+1047,bll,01 59 34.39,+10 47 05.76,0.195,HSP,16.027,1.0,0.8,0.9,12.92,9.2041846e-10,2.1134,PowerLaw,2.11,47.6059,4.25e-12,17.6071,16.78,Y
153,3FGL J0159.8-2741,PMN J0159-2739,5BZBJ0159-2740,bll,01 59 43.35,-27 40 38.25,0.0,ISP,14.95,1.0,0.84,0.0,9.22,4.6306906e-10,2.0363,PowerLaw,2.04,102.8414,5.22e-13,17.668,0.0,Y
154,3FGL J0200.9-6635,PMN J0201-6638,, bcu II,02 01 07.74,-66 38 12.66,0.0,LSP,12.515,0.99,0.83,0.0,6.94,3.4151387e-10,2.3306,PowerLaw,2.33,172.3,3.8699999999999997e-13,20.56,0.0,Y
155,3FGL J0202.3+0851,TXS 0159+085,5BZBJ0202+0849,fsrq,02 02 26.42,+08 49 13.69,0.629,HSP,15.865,1.0,0.0,0.8,4.38,2.7849548e-10,2.0476,PowerLaw,2.05,134.9171,2.54e-12,19.3795,18.41,Y
156,3FGL J0202.5+4206,B3 0159+418,5BZBJ0202+4205,bll,02 02 43.65,+42 05 16.33,0.0,LSP,13.145,1.0,0.84,0.0,7.94,4.692946e-10,2.2755,PowerLaw,2.28,167.1206,0.0,18.7556,0.0,Y
157,3FGL J0203.1-0227,RX J0202.9-0223,, bcu II,02 02 52.31,-02 23 21.31,0.0,HSP,16.4,0.96,0.0,0.0,5.04,2.7696215e-10,2.3126,PowerLaw,2.31,68.098,2.08e-12,0.0,18.15,Y
158,3FGL J0203.6+3043,NVSS J020344+304238,5BZBJ0203+3042,bll,02 03 44.27,+30 42 37.83,0.7609999999999999,LSP,13.325999999999999,1.0,0.92,0.0,36.9,3.2263758e-09,2.0464,LogParabola,2.2,175.4198,0.0,0.0,18.35,N
159,3FGL J0203.6+3043,B2 0200+30,, fsrq,02 03 45.35,+30 41 29.1,0.955,LSP,13.050999999999998,0.99,0.95,0.0,36.9,3.2263758e-09,2.0464,LogParabola,2.2,811.4586,0.0,0.0,19.64,N
160,3FGL J0204.0+7234,S5 0159+723,5BZBJ0203+7232,bll,02 03 33.38,+72 32 53.66,0.0,ISP,14.175,1.0,0.86,0.0,11.46,1.0044965e-09,2.2216,PowerLaw,2.22,229.9548,0.0,15.7227,0.0,N
161,3FGL J0204.2+2420,B2 0201+24,, bcu II,02 04 21.56,+24 17 48.74,0.0,ISP,14.446,0.98,0.84,0.0,5.15,2.4737334e-10,1.7924,PowerLaw,1.79,196.4396,0.0,16.4024,16.6,Y
163,3FGL J0205.0+1510,4C +15.05,5BZUJ0204+1514,bcu I,02 04 50.41,+15 14 11.04,0.833,LSP,12.708,0.98,0.96,0.0,12.27,6.7113748e-10,2.5301,PowerLaw,2.53,4068.2229,0.0,0.0,0.0,Y
166,3FGL J0207.9-3846,PKS 0205-391,, bcu I,02 07 15.6,-38 57 03.07,0.254,LSP,13.593,0.84,0.0,0.0,6.35,2.7614688e-10,2.5441,PowerLaw,2.54,274.8132,0.0,17.4888,0.0,Y
167,3FGL J0208.0-6838,PKS 0206-688,5BZBJ0207-6837,bll,02 07 50.93,-68 37 55.16,0.0,ISP,14.25,1.0,0.91,0.0,7.85,3.6503953e-10,2.4205,PowerLaw,2.42,489.2,0.0,19.4807,0.0,Y
168,3FGL J0208.6+3522,MS 0205.7+3509,5BZBJ0208+3523,bll,02 08 38.16,+35 23 12.8,0.318,HSP,16.099,1.0,0.0,0.93,5.98,2.3607324e-10,1.6951,PowerLaw,1.7,4.945,6.99e-12,19.4345,0.0,Y
169,3FGL J0209.4-5229,1RXS J020922.2-522920,5BZBJ0209-5229,bll,02 09 21.55,-52 29 22.99,0.0,HSP,16.1,1.0,0.84,0.96,28.07,1.7087066e-09,1.7995,PowerLaw,1.8,78.7,1.5499999999999998e-11,15.4022,0.0,Y
170,3FGL J0209.5+4449,1RXS J020917.6+444951,5BZBJ0209+4449,bll,02 09 16.93,+44 49 44.6,0.0,HSP,16.7,1.0,0.0,0.93,6.69,3.5011699e-10,1.973,PowerLaw,1.97,30.6931,1.83e-11,17.433,0.0,Y
172,3FGL J0211.2+1051,MG1 J021114+1051,5BZBJ0211+1051,bll,02 11 13.17,+10 51 34.79,0.0,ISP,14.12,1.0,0.95,0.0,50.75,5.2961191e-09,2.0111,LogParabola,2.13,318.867,0.0,15.8063,0.0,Y
173,3FGL J0211.2-0649,NVSS J021116-064422,, bcu II,02 11 16.94,-06 44 19.89,0.0,ISP,14.6,0.95,0.0,0.0,5.25,2.8723651e-10,2.0995,PowerLaw,2.1,22.2568,0.0,16.3329,16.6,Y
174,3FGL J0212.8-3504,RBS 0292,5BZBJ0212-3503,bll,02 12 30.5,-35 03 32.81,0.39299999999999996,HSP,17.244,0.99,0.0,0.83,8.12,4.1325365e-10,2.1113,PowerLaw,2.11,19.4234,3.36e-12,19.6494,0.0,Y
175,3FGL J0213.0+2245,MG3 J021252+2246,5BZBJ0212+2244,bll,02 12 52.83,+22 44 52.25,0.45899999999999996,HSP,15.714,1.0,0.0,0.88,13.25,9.262402e-10,2.0986,PowerLaw,2.1,67.426,4.01e-12,16.775,16.5,Y
176,3FGL J0213.1-2720,PMN J0212-2719,, bcu II,02 12 55.32,-27 18 18.15,0.0,LSP,13.81,0.97,0.0,0.0,4.06,1.9733501000000002e-10,2.0887,PowerLaw,2.09,49.0129,0.0,0.0,0.0,Y
177,3FGL J0214.7-5823,PMN J0214-5822,, bcu II,02 14 10.24,-58 22 09.19,0.0,LSP,13.705,0.95,0.0,0.0,5.72,2.3476232e-10,2.57,PowerLaw,2.57,121.4,0.0,17.159000000000002,0.0,Y
178,3FGL J0216.1-7016,PMN J0215-7014,, bcu II,02 15 39.1,-70 15 00.79,0.0,LSP,12.76,0.97,0.0,0.0,6.0,2.7153302e-10,2.5651,PowerLaw,2.57,54.2,0.0,0.0,0.0,Y
179,3FGL J0216.6-1019,PMN J0216-1017,, bcu II,02 16 38.87,-10 17 03.0,0.0,LSP,12.655,0.99,0.9,0.0,6.14,3.4369516e-10,2.3288,PowerLaw,2.33,300.0,0.0,0.0,19.9,Y
180,3FGL J0217.0-6635,RBS 0300,5BZBJ0216-6636,bll,02 16 50.86,-66 36 42.6,0.0,HSP,15.675999999999998,1.0,0.83,0.91,12.11,6.609250900000001e-10,1.9802,PowerLaw,1.98,103.6,5.769999999999999e-12,17.6018,0.0,Y
181,3FGL J0217.1-0833,PKS 0214-085,5BZUJ0217-0820,fsrq,02 17 02.66,-08 20 52.35,0.607,LSP,13.165999999999999,0.95,0.0,0.0,4.73,2.8474342000000003e-10,2.3297,PowerLaw,2.33,417.9813,0.0,19.2332,17.66,Y
182,3FGL J0217.2+0837,ZS 0214+083,5BZBJ0217+0837,bll,02 17 17.12,+08 37 03.89,0.085,LSP,13.795,1.0,0.93,0.89,19.33,1.5075655e-09,2.1001,PowerLaw,2.1,315.5371,1.97e-12,15.3948,0.0,Y
185,3FGL J0218.9+3642,MG3 J021846+3641,, bcu II,02 18 50.04,+36 40 42.57,0.0,LSP,13.12,0.99,0.83,0.0,13.9,9.878247099999999e-10,2.5757,PowerLaw,2.58,129.9744,0.0,19.8665,0.0,Y
186,3FGL J0219.0+2440,87GB 021610.9+243205,, bcu II,02 19 00.39,+24 45 20.6,0.0,HSP,15.8,0.93,0.0,0.0,6.04,3.151098e-10,1.8572,PowerLaw,1.86,49.9021,0.0,17.2366,0.0,Y
187,3FGL J0221.1+3556,B0218+357,5BZUJ0221+3556,fsrq,02 21 05.46,+35 56 13.73,0.9440000000000001,LSP,13.164000000000001,1.0,0.98,0.0,48.44,4.6397517e-09,2.2818,PowerLaw,2.28,1707.7754,0.0,0.0,0.0,Y
188,3FGL J0222.1-1616,PKS 0219-164,5BZQJ0222-1615,fsrq,02 22 00.72,-16 15 16.54,0.698,ISP,14.58,1.0,0.91,0.0,11.59,5.0877691e-10,2.6010000000000004,PowerLaw,2.6,590.2872,4.88e-13,18.0068,0.0,Y
189,3FGL J0222.6+4301,3C 66A,5BZBJ0222+4302,bll,02 22 39.61,+43 02 07.79,0.444,HSP,15.09,1.0,0.99,0.97,121.26,1.9278401e-08,1.8798,LogParabola,1.94,2303.7026,6.389999999999999e-12,14.612,0.0,Y
190,3FGL J0222.9-1117,1RXS J022314.6-111741,5BZBJ0223-1117,bll,02 23 14.25,-11 17 38.47,0.04211,HSP,15.6,0.99,0.0,0.0,6.2,2.7948074e-10,1.8223,PowerLaw,1.82,14.1792,0.0,18.5141,0.0,Y
191,3FGL J0224.1-7941,PMN J0223-7940,, bcu II,02 23 39.72,-79 40 14.19,0.0,HSP,15.8,0.99,0.0,0.0,6.96,4.0845965e-10,2.2289,PowerLaw,2.23,58.5,0.0,18.0122,0.0,Y
192,3FGL J0225.2-2602,PMN J0225-2603,, bcu II,02 25 10.88,-26 03 18.79,0.0,LSP,13.72,0.99,0.0,0.0,15.46,5.826878400000001e-10,2.6635,PowerLaw,2.66,115.132,0.0,0.0,0.0,Y
194,3FGL J0226.5-4442,RBS 0318,5BZBJ0226-4441,bcu I,02 26 38.87,-44 41 22.48,0.0,HSP,16.3,1.0,0.0,0.89,9.92,5.2528643e-10,1.9547,PowerLaw,1.95,11.6,4.96e-12,19.3943,0.0,Y
195,3FGL J0227.2+0201,RX J0227.2+0201,5BZBJ0227+0202,bll,02 27 16.59,+02 02 00.0,0.456,HSP,16.803,1.0,0.0,0.96,11.07,6.5191103e-10,2.0421,PowerLaw,2.04,36.9531,3.9299999999999996e-11,18.4572,18.39,Y
196,3FGL J0228.0+2248,NVSS J022744+224834,, bcu II,02 27 44.36,+22 48 34.24,0.0,LSP,13.39,0.97,0.0,0.0,7.86,6.136969799999999e-10,2.1206,PowerLaw,2.12,46.1687,0.0,0.0,18.98,Y
198,3FGL J0228.7-3106,PMN J0228-3102,, bcu II,02 28 12.97,-31 02 40.46,0.0,ISP,14.2,0.81,0.0,0.0,4.07,2.0779496e-10,2.1404,PowerLaw,2.14,98.1253,3.41e-13,19.644000000000002,0.0,Y
200,3FGL J0230.6-5757,PKS 0229-581,, bll,02 31 09.22,-57 55 06.2,0.03199,ISP,14.964,0.95,0.84,0.0,4.98,1.7051147e-10,1.6849,PowerLaw,1.68,254.4,0.0,9.1888,0.0,Y
202,3FGL J0232.8+2016,1ES 0229+200,5BZGJ0232+2017,bll,02 32 48.61,+20 17 17.47,0.139,HSP,15.481,1.0,0.85,0.95,7.21,4.38792e-10,2.0254,PowerLaw,2.03,83.5056,1.57e-11,14.6457,15.31,Y
203,3FGL J0232.9+2606,B2 0230+25,, bcu II,02 32 56.35,+26 09 42.9,0.0,ISP,14.6,0.99,0.0,0.0,4.26,2.6730683999999996e-10,2.0864,PowerLaw,2.09,98.3348,0.0,18.7441,18.08,Y
204,3FGL J0236.7-6136,PKS 0235-618,5BZQJ0236-6136,fsrq,02 36 53.24,-61 36 15.18,0.465,LSP,13.380999999999998,1.0,0.95,0.89,31.78,1.8342982e-09,2.3082,PowerLaw,2.31,634.5,1.57e-12,17.7532,0.0,Y
205,3FGL J0237.5-3603,RBS 0334,5BZBJ0237-3603,bll,02 37 34.04,-36 03 28.45,0.41100000000000003,HSP,16.125,1.0,0.82,0.93,9.87,4.6770893e-10,1.8584,PowerLaw,1.86,27.1963,4.48e-12,16.194000000000003,0.0,Y
207,3FGL J0238.3-3904,1RXS J023800.5-390505,, bll,02 38 00.63,-39 05 04.72,0.2,ISP,14.64,0.98,0.0,0.0,6.3,2.8362268e-10,1.942,PowerLaw,1.94,65.2114,0.0,17.0518,0.0,Y
208,3FGL J0238.4-3117,1RXS J023832.6-311658,5BZBJ0238-3116,bll,02 38 32.48,-31 16 58.06,0.23199999999999998,HSP,16.250999999999998,1.0,0.87,0.94,15.47,8.1486012e-10,1.8355,PowerLaw,1.84,71.4879,9.06e-12,15.806,0.0,Y
209,3FGL J0238.6+1636,AO 0235+164,5BZBJ0238+1636,bll,02 38 38.93,+16 36 59.27,0.94,LSP,13.312999999999999,1.0,0.99,0.0,88.03,1.030532e-08,2.0575,LogParabola,2.17,1941.9243,0.0,17.1321,0.0,Y
211,3FGL J0243.5+7119,S5 0238+711,5BZBJ0243+7120,bll,02 43 30.89,+71 20 17.9,0.0,ISP,14.352,1.0,0.9,0.0,9.62,8.273867700000001e-10,2.1109999999999998,PowerLaw,2.11,211.574,0.0,18.9894,0.0,Y
212,3FGL J0244.4-8224,PMN J0251-8226,, bcu III,02 51 09.23,-82 26 29.23,0.0,-,0.0,0.85,0.0,0.0,5.06,2.4770774e-10,2.679,PowerLaw,2.68,61.9,1.47e-12,18.2601,0.0,Y
213,3FGL J0244.8-5818,RBS 0351,5BZBJ0244-5819,bll,02 44 40.39,-58 19 54.29,0.265,HSP,16.802,1.0,0.83,0.95,10.44,3.7582235e-10,1.6987,PowerLaw,1.7,92.6,1.57e-11,16.5406,0.0,Y
216,3FGL J0249.1+8438,NVSS J024948+843556,, bcu II,02 49 48.33,+84 35 57.03,0.0,LSP,13.74,0.99,0.86,0.0,8.42,4.3717929000000003e-10,2.1467,PowerLaw,2.15,160.0711,0.0,18.4192,0.0,Y
221,3FGL J0253.0-0125,FBQS J0253-0124,5BZBJ0253-0124,bll,02 53 15.65,-01 24 05.47,0.0,ISP,14.75,0.99,0.0,0.0,5.24,3.2762573e-10,1.9489,PowerLaw,1.95,34.5843,0.0,19.3317,18.34,Y
222,3FGL J0253.1-5438,PKS 0252-549,5BZQJ0253-5441,fsrq,02 53 29.18,-54 41 51.43,0.539,LSP,12.912,1.0,0.92,0.0,7.8,3.3517505e-10,2.4476,PowerLaw,2.45,946.3,1.6299999999999997e-12,17.0564,0.0,Y
223,3FGL J0253.5+3216,MG3 J025334+3217,, bcu II,02 53 33.65,+32 17 20.89,0.0,LSP,12.8,1.0,0.86,0.0,9.86,6.2492217e-10,2.0523,PowerLaw,2.05,80.6524,0.0,20.0008,19.77,Y
224,3FGL J0255.8+0532,PMN J0255+0533,, bcu II,02 55 49.53,+05 33 55.58,0.0,LSP,13.705,0.98,0.0,0.0,4.29,3.4105817999999997e-10,2.0697,PowerLaw,2.07,103.8938,0.0,0.0,19.34,Y
225,3FGL J0256.3+0335,PKS B0253+033,, bcu II,02 56 28.18,+03 33 27.42,0.0,HSP,15.62,0.97,0.88,0.0,6.19,3.4840864e-10,1.8961,PowerLaw,1.9,313.8761,0.0,17.4024,16.46,Y
227,3FGL J0258.0+2030,MG3 J025805+2029,5BZBJ0258+2030,bll,02 58 07.3,+20 30 01.58,0.0,ISP,14.84,1.0,0.83,0.84,5.27,4.6769277e-10,2.0163,PowerLaw,2.02,98.6919,2.13e-12,20.7293,17.75,N
228,3FGL J0259.5+0746,PKS 0256+075,5BZQJ0259+0747,fsrq,02 59 27.07,+07 47 39.64,0.893,LSP,13.645,1.0,0.94,0.0,11.03,9.2041613e-10,2.2121,PowerLaw,2.21,834.9246,0.0,20.1808,0.0,Y
229,3FGL J0301.4-1652,PMN J0301-1652,, bcu II,03 01 16.62,-16 52 45.1,0.0,LSP,13.72,0.99,0.8,0.0,5.22,3.2023326e-10,2.1505,PowerLaw,2.15,170.4918,0.0,17.3804,0.0,Y
230,3FGL J0301.8-2721,NVSS J030158-272754,, bcu II,03 01 58.0,-27 27 54.89,0.0,LSP,13.985,0.84,0.0,0.0,4.27,2.1125567000000002e-10,2.1578,PowerLaw,2.16,52.7341,0.0,0.0,0.0,Y
231,3FGL J0301.8-7157,PKS 0301-721,5BZQJ0301-7156,bcu II,03 01 38.44,-71 56 34.39,0.0,LSP,13.67,0.99,0.93,0.0,10.36,3.3470615e-10,2.7657,PowerLaw,2.77,791.7,0.0,18.5958,0.0,Y
233,3FGL J0303.0+3150,B2 0259+31,, bcu II,03 03 01.55,+31 50 45.24,0.0,ISP,14.207,0.0,0.85,0.0,4.18,3.4264799e-10,2.3149,PowerLaw,2.31,439.43300000000005,0.0,18.6156,0.0,Y
234,3FGL J0303.4-2407,PKS 0301-243,5BZBJ0303-2407,bll,03 03 26.5,-24 07 11.42,0.26,HSP,15.433,1.0,0.97,0.97,63.63,5.7430207e-09,1.9183,PowerLaw,1.92,701.1499,1.02e-11,15.6139,0.0,Y
236,3FGL J0304.3-2836,RBS 0385,5BZBJ0304-2832,bll,03 04 16.27,-28 32 20.78,0.0,-,0.0,0.99,0.0,0.85,4.06,1.3194003000000002e-10,1.6087,PowerLaw,1.61,8.3278,4.95e-12,0.0,0.0,Y
237,3FGL J0305.2-1607,PKS 0302-16,, bcu II,03 05 15.29,-16 08 15.05,0.0,HSP,15.57,0.0,0.94,0.0,5.64,2.171774e-10,1.6885,PowerLaw,1.69,917.6804,0.0,18.1944,0.0,Y
238,3FGL J0308.6+0408,NGC 1218,, rdg,03 08 26.22,+04 06 39.3,0.02865,ISP,14.765,1.0,0.97,0.89,8.11,5.9327387e-10,2.0711,PowerLaw,2.07,5748.2964,7.53e-12,8.4605,0.0,Y
239,3FGL J0309.0+1029,PKS 0306+102,5BZQJ0309+1029,fsrq,03 09 03.62,+10 29 16.34,0.863,LSP,13.135,1.0,0.95,0.89,25.84,2.7817089e-09,2.092,LogParabola,2.23,505.9487,1.4999999999999999e-12,0.0,0.0,Y
240,3FGL J0309.5-0749,NVSS J030943-074427,5BZBJ0309-0744,bll,03 09 43.24,-07 44 27.48,0.0,HSP,15.45,0.94,0.0,0.0,6.62,4.0838799e-10,1.9353,PowerLaw,1.94,82.1806,0.0,16.9646,16.8,Y
242,3FGL J0310.4-5015,1RXS J031036.0-501615,, bcu II,03 10 34.72,-50 16 31.11,0.0,HSP,16.25,1.0,0.0,0.0,8.39,3.2498454e-10,1.7536,PowerLaw,1.75,12.6,3.989999999999999e-13,18.5936,0.0,Y
243,3FGL J0310.8+3814,B3 0307+380,5BZQJ0310+3814,fsrq,03 10 49.87,+38 14 53.83,0.945,LSP,13.299000000000001,1.0,0.87,0.0,8.64,5.585094599999999e-10,2.4234,PowerLaw,2.42,237.0391,0.0,19.5652,17.62,Y
244,3FGL J0312.7+0133,PKS 0310+013,5BZQJ0312+0133,fsrq,03 12 43.6,+01 33 17.56,0.664,LSP,13.366,1.0,0.93,0.0,14.41,1.0057095e-09,2.2825,PowerLaw,2.28,459.6698,0.0,18.1199,18.53,Y
245,3FGL J0312.7+3613,V Zw 326,5BZGJ0312+3615,bll,03 12 50.28,+36 15 19.54,0.071,HSP,15.83,1.0,0.85,0.9,6.42,4.4257300999999997e-10,2.2838,PowerLaw,2.28,117.68299999999999,5.56e-12,14.812000000000001,0.0,Y
246,3FGL J0314.3-5103,PMN J0314-5104,5BZBJ0314-5104,bll,03 14 25.7,-51 04 31.56,0.0,LSP,13.94,1.0,0.82,0.0,11.51,5.798341299999999e-10,2.4004,PowerLaw,2.4,102.9,0.0,19.0449,0.0,Y
248,3FGL J0316.1+0904,GB6 J0316+0904,5BZBJ0316+0904,bll,03 16 12.73,+09 04 43.28,0.37200000000000005,ISP,14.765,1.0,0.88,0.95,23.54,2.2472164e-09,1.9163,PowerLaw,1.92,55.4945,7.28e-12,17.3441,0.0,Y
249,3FGL J0316.1-2611,RBS 0405,5BZBJ0316-2607,bll,03 16 14.93,-26 07 57.34,0.44299999999999995,HSP,16.144000000000002,0.94,0.0,0.84,12.9,6.4207717e-10,1.8568,PowerLaw,1.86,21.7211,5.370000000000001e-12,18.27,0.0,Y
250,3FGL J0316.2-6436,SUMSS J031614-643732,5BZBJ0316-6437,bll,03 16 14.34,-64 37 31.39,0.0,HSP,16.085,1.0,0.0,0.0,12.92,6.8565392e-10,2.0916,PowerLaw,2.09,17.8,0.0,17.2893,0.0,Y
251,3FGL J0316.6+4119,IC 310,, rdg,03 16 42.97,+41 19 29.61,0.019,-,0.0,1.0,0.91,0.95,7.9,6.5519401e-10,1.9016,PowerLaw,1.9,168.9905,1.0900000000000001e-11,8.1638,11.46,Y
252,3FGL J0318.7+2134,MG3 J031849+2135,, bcu II,03 18 45.66,+21 34 36.68,0.0,ISP,14.58,1.0,0.86,0.0,12.38,8.877599199999999e-10,1.8373,PowerLaw,1.84,65.7512,0.0,18.4916,0.0,Y
253,3FGL J0319.8+1847,RBS 0413,5BZGJ0319+1845,bll,03 19 51.8,+18 45 34.56,0.19,HSP,16.986,1.0,0.0,0.96,12.2,6.0513194e-10,1.5718,PowerLaw,1.57,22.894000000000002,2.7e-11,17.9134,17.07,Y
254,3FGL J0319.8+4130,NGC 1275,5BZUJ0319+4130,rdg,03 19 48.16,+41 30 42.1,0.0175,LSP,13.573,1.0,1.0,1.0,108.54,2.1214049e-08,1.9847,LogParabola,2.08,22830.0,7.639999999999999e-10,0.0,0.0,Y
255,3FGL J0322.0+2335,MG3 J032201+2336,5BZBJ0321+2336,bll,03 21 59.97,+23 36 11.2,0.0,HSP,15.755,1.0,0.88,0.9,15.55,1.1846347e-09,1.946,PowerLaw,1.95,76.7383,2.0899999999999998e-12,16.7972,0.0,Y
256,3FGL J0322.5-3721,For A Lobes,, rdg,03 21 37.75,-37 12 49.1,0.00587,-,0.0,0.0,0.83,0.0,8.32,4.6528678e-10,2.1998,PowerLaw,2.2,3830.6001,0.0,0.0,0.0,Y
257,3FGL J0323.6-0109,1RXS J032342.6-011131,5BZBJ0323-0111,bll,03 23 43.61,-01 11 46.21,0.0,ISP,14.64,0.99,0.0,0.81,12.42,7.4053097e-10,1.8519999999999999,PowerLaw,1.85,30.3262,1.45e-12,17.8176,0.0,Y
258,3FGL J0325.2+3410,1H 0323+342,5BZUJ0324+3410,nlsy1,03 24 41.16,+34 10 45.85,0.061,HSP,15.218,0.95,0.85,0.85,18.97,7.378112e-10,2.4379,LogParabola,2.81,614.4589,1.1999999999999999e-11,12.724,0.0,Y
259,3FGL J0325.2-5634,1RXS J032521.8-563543,, bll,03 25 23.52,-56 35 44.65,0.060239999999999995,HSP,16.165,1.0,0.0,0.87,9.7,4.5591197e-10,2.2157,PowerLaw,2.22,73.3,2.4300000000000003e-12,12.6206,0.0,Y
261,3FGL J0325.6-1648,RBS 0421,5BZBJ0325-1646,bll,03 25 41.09,-16 46 16.85,0.29100000000000004,HSP,15.644,1.0,0.0,0.97,18.95,1.1186169999999999e-09,1.7854,PowerLaw,1.79,27.5951,5.87e-11,16.0066,0.0,Y
262,3FGL J0326.0-1842,PMN J0325-1843,, bcu II,03 25 54.99,-18 44 08.88,0.0,ISP,14.405,0.99,0.81,0.0,4.95,2.5429739e-10,2.2055,PowerLaw,2.21,113.8001,0.0,0.0,0.0,Y
263,3FGL J0326.2+0225,1H 0323+022,5BZBJ0326+0225,bll,03 26 13.94,+02 25 14.67,0.147,HSP,15.925,1.0,0.86,0.97,12.49,8.596863199999999e-10,1.9981,PowerLaw,2.0,68.2877,3.36e-11,15.8861,0.0,Y
